
v1	v2	v3	v4	v5	v6	v7	v8	time
0.0007901	0.0025987	-0.0693912	-0.0099626	-0.0273439	-0.0287668	-0.0224675	-0.0028284	2165.4
0.0010624	0.0022177	-0.0702844	-0.0100849	-0.02781	-0.0291964	-0.0226789	-0.0027171	2176.84
0.0012025	0.0023081	-0.0714471	-0.0105895	-0.0283078	-0.0297089	-0.0227566	-0.0027153	2188.28
0.0010275	0.0023548	-0.0724387	-0.0100622	-0.0289278	-0.0301304	-0.0232932	-0.0026761	2199.76
0.0011246	0.0023112	-0.0736504	-0.0100128	-0.0294157	-0.0307033	-0.0238398	-0.0026489	2211.19
0.0010775	0.0023416	-0.0748543	-0.0100379	-0.0298842	-0.0312329	-0.0239826	-0.0024586	2222.64
0.0011768	0.0025592	-0.0759887	-0.0097128	-0.0304654	-0.0317867	-0.0241981	-0.0025009	2234.06
0.0012833	0.0023425	-0.0771425	-0.0099013	-0.0310407	-0.0323654	-0.0246411	-0.0024971	2245.48
0.0012258	0.0025144	-0.0787814	-0.0101189	-0.0315997	-0.0329048	-0.0250408	-0.0023728	2256.91
0.0010492	0.0024678	-0.0802467	-0.0100227	-0.0323402	-0.0336346	-0.0253283	-0.0023836	2268.38
0.0011918	0.0025256	-0.081565	-0.0100595	-0.0328786	-0.0342133	-0.025732	-0.0023398	2279.85
0.0012216	0.0025616	-0.0829555	-0.01003	-0.0335134	-0.0348591	-0.0260486	-0.0022796	2291.28
0.0012875	0.0025563	-0.0844877	-0.009935	-0.0341674	-0.0355361	-0.0264268	-0.0022194	2302.72
0.0013022	0.0026074	-0.0858749	-0.0101011	-0.0347244	-0.0362736	-0.0269703	-0.0021577	2314.14
0.0013622	0.0026412	-0.0873704	-0.0100003	-0.0353948	-0.0367789	-0.0272865	-0.0021062	2325.58
0.0016095	0.0026718	-0.0895624	-0.0099871	-0.0360457	-0.0374323	-0.0277543	-0.0020579	2337.04
0.0013515	0.0026324	-0.0904011	-0.0100463	-0.0367188	-0.038054	-0.0280867	-0.0019982	2348.48
0.0014461	0.0027574	-0.0917797	-0.0100496	-0.0373184	-0.0387343	-0.0285392	-0.0019498	2359.93
0.001876	0.0028314	-0.0930329	-0.0098367	-0.0379369	-0.0393305	-0.0288718	-0.0018616	2371.42
0.001265	0.0026537	-0.0943518	-0.0103641	-0.038555	-0.0399456	-0.0280458	-0.0018798	2382.87
0.0016464	0.0028552	-0.0954986	-0.0102258	-0.0389278	-0.0403732	-0.0294779	-0.0018007	2394.32
0.0015113	0.0029036	-0.0965506	-0.010012	-0.039367	-0.0407937	-0.0297203	-0.0017676	2405.81
0.0015499	0.0029294	-0.09756	-0.0100383	-0.039721	-0.0411928	-0.0299776	-0.0017404	2417.28
